12/3+7,11
12/3+8,12
12/3+9,13
12/3+0,4
12/3-1,3
12/3-2,2
12/3-3,1
12/3-5,-1
12/3-6,-2
12/3-7,-3
12/3-8,-4
12/3-9,-5
12/3-0,4
12/4/1,3
12/4/3,1
12/4*1,3
12/4*2,6
12/4*3,9
12/4*4,12
12/4*5,15
12/4*6,18
12/4*7,21
12/4*8,24
12/4*9,27
12/4+1,4
12/4+2,5
12/4+3,6
12/4+4,7
12/4+5,8
12/4+6,9
12/4+7,10
12/4+8,11
12/4+9,12
12/4+0,3
12/4-1,2
12/4-2,1
12/4-4,-1
12/4-5,-2
12/4-6,-3
12/4-7,-4
12/4-8,-5
12/4-9,-6
12/4-0,3
12/6/1,2
12/6/2,1
12/6*1,2
12/6*2,4
12/6*3,6
12/6*4,8
12/6*5,10
12/6*6,12
12/6*7,14
12/6*8,16
12/6*9,18
12/6+1,3
12/6+2,4
12/6+3,5
12/6+4,6
12/6+5,7
12/6+6,8
12/6+7,9
12/6+8,10
12/6+9,11
12/6+0,2
12/6-1,1
12/6-3,-1
12/6-4,-2
12/6-5,-3
12/6-6,-4
12/6-7,-5
12/6-8,-6
12/6-9,-7
12/6-0,2
12*1/1,12
12*1/2,6
12*1/3,4
12*1/4,3
12*1/6,2
12*1*1,12
12*1*2,24
12*1*3,36
12*1*4,48
12*1*5,60
12*1*6,72
12*1*7,84
12*1*8,96
12*1*9,108
12*1+1,13
12*1+2,14
12*1+3,15
12*1+4,16
12*1+5,17
12*1+6,18
12*1+7,19
12*1+8,20
12*1+9,21
12*1+0,12
12*1-1,11
12*1-2,10
12*1-3,9
12*1-4,8
12*1-5,7
12*1-6,6
12*1-7,5
12*1-8,4
12*1-9,3
12*1-0,12
12*2/1,24
12*2/2,12
12*2/3,8
12*2/4,6
12*2/6,4
12*2/8,3
12*2*1,24
12*2*2,48
12*2*3,72
12*2*4,96
12*2*5,120
12*2*6,144
12*2*7,168
12*2*8,192
12*2*9,216
12*2+1,25
12*2+2,26
12*2+3,27
12*2+4,28
12*2+5,29
12*2+6,30
12*2+7,31
12*2+8,32
12*2+9,33
12*2+0,24
12*2-1,23
12*2-2,22
12*2-3,21
12*2-4,20
12*2-5,19
12*2-6,18
12*2-7,17
12*2-8,16
12*2-9,15
12*2-0,24
12*3/1,36
12*3/2,18
12*3/3,12
12*3/4,9
12*3/6,6
12*3/9,4
12*3*1,36
12*3*2,72
12*3*3,108
12*3*4,144
12*3*5,180
12*3*6,216
12*3*7,252
12*3*8,288
12*3*9,324
12*3+1,37
12*3+2,38
12*3+3,39
12*3+4,40
12*3+5,41
12*3+6,42
12*3+7,43
12*3+8,44
12*3+9,45
12*3+0,36
12*3-1,35
12*3-2,34
12*3-3,33
12*3-4,32
12*3-5,31
12*3-6,30
12*3-7,29
12*3-8,28
12*3-9,27
12*3-0,36
12*4/1,48
12*4/2,24
12*4/3,16
12*4/4,12
12*4/6,8
12*4/8,6
12*4*1,48
12*4*2,96
12*4*3,144
12*4*4,192
12*4*5,240
12*4*6,288
12*4*7,336
12*4*8,384
12*4*9,432
12*4+1,49
12*4+2,50
12*4+3,51
12*4+4,52
12*4+5,53
12*4+6,54
12*4+7,55
12*4+8,56
12*4+9,57
12*4+0,48
12*4-1,47
12*4-2,46
12*4-3,45
12*4-4,44
12*4-5,43
12*4-6,42
12*4-7,41
12*4-8,40
12*4-9,39
12*4-0,48
12*5/1,60
12*5/2,30
12*5/3,20
12*5/4,15
12*5/5,12
12*5/6,10
12*5*1,60
12*5*2,120
12*5*3,180
12*5*4,240
12*5*5,300
12*5*6,360
12*5*7,420
12*5*8,480
12*5*9,540
12*5+1,61
12*5+2,62
12*5+3,63
12*5+4,64
12*5+5,65
12*5+6,66
12*5+7,67
12*5+8,68
12*5+9,69
12*5+0,60
12*5-1,59
12*5-2,58
12*5-3,57
12*5-4,56
12*5-5,55
12*5-6,54
12*5-7,53
12*5-8,52
12*5-9,51
12*5-0,60
12*6/1,72
12*6/2,36
12*6/3,24
12*6/4,18
12*6/6,12
12*6/8,9
12*6/9,8
12*6*1,72
12*6*2,144
12*6*3,216
12*6*4,288
12*6*5,360
12*6*6,432
12*6*7,504
12*6*8,576
12*6*9,648
12*6+1,73
12*6+2,74
12*6+3,75
12*6+4,76
12*6+5,77
12*6+6,78
12*6+7,79
12*6+8,80
12*6+9,81
12*6+0,72
12*6-1,71
12*6-2,70
12*6-3,69
12*6-4,68
12*6-5,67
12*6-6,66
12*6-7,65
12*6-8,64
12*6-9,63
12*6-0,72
12*7/1,84
12*7/2,42
12*7/3,28
12*7/4,21
12*7/6,14
12*7/7,12
12*7*1,84
12*7*2,168
12*7*3,252
12*7*4,336
12*7*5,420
12*7*6,504
12*7*7,588
12*7*8,672
12*7*9,756
12*7+1,85
12*7+2,86
12*7+3,87
12*7+4,88
12*7+5,89
12*7+6,90
12*7+7,91
12*7+8,92
12*7+9,93
12*7+0,84
12*7-1,83
12*7-2,82
12*7-3,81
12*7-4,80
12*7-5,79
12*7-6,78
12*7-7,77
12*7-8,76
12*7-9,75
12*7-0,84
12*8/1,96
12*8/2,48
12*8/3,32
12*8/4,24
12*8/6,16
12*8/8,12
12*8*1,96
12*8*2,192
12*8*3,288
12*8*4,384
12*8*5,480
12*8*6,576
12*8*7,672
12*8*8,768
12*8*9,864
12*8+1,97
12*8+2,98
12*8+3,99
12*8+4,100
12*8+5,101
12*8+6,102
12*8+7,103
12*8+8,104
12*8+9,105
12*8+0,96
12*8-1,95
12*8-2,94
12*8-3,93
12*8-4,92
12*8-5,91
12*8-6,90
12*8-7,89
12*8-8,88
12*8-9,87
12*8-0,96
12*9/1,108
12*9/2,54
12*9/3,36
12*9/4,27
12*9/6,18
12*9/9,12
12*9*1,108
12*9*2,216
12*9*3,324
12*9*4,432
12*9*5,540
12*9*6,648
12*9*7,756
12*9*8,864
12*9*9,972
12*9+1,109
12*9+2,110
12*9+3,111
12*9+4,112
12*9+5,113
12*9+6,114
12*9+7,115
12*9+8,116
12*9+9,117
12*9+0,108
12*9-1,107
12*9-2,106
12*9-3,105
12*9-4,104
12*9-5,103
12*9-6,102
12*9-7,101
12*9-8,100
12*9-9,99
12*9-0,108
12*0+1,1
12*0+2,2
12*0+3,3
12*0+4,4
12*0+5,5
12*0+6,6
12*0+7,7
12*0+8,8
12*0+9,9
12*0-1,-1
12*0-2,-2
12*0-3,-3
12*0-4,-4
12*0-5,-5
12*0-6,-6
12*0-7,-7
12*0-8,-8
12*0-9,-9
12+1/1,13
12+1*1,13
12+1*2,14
12+1*3,15
12+1*4,16
12+1*5,17
12+1*6,18
12+1*7,19
12+1*8,20
12+1*9,21
12+1*0,12
12+1+1,14
12+1+2,15
12+1+3,16
12+1+4,17
12+1+5,18
12+1+6,19
12+1+7,20
12+1+8,21
12+1+9,22
12+1+0,13
12+1-1,12
12+1-2,11
12+1-3,10
12+1-4,9
12+1-5,8
12+1-6,7
12+1-7,6
12+1-8,5
12+1-9,4
12+1-0,13
12+2/1,14
12+2/2,13
12+2*1,14
12+2*2,16
12+2*3,18
12+2*4,20
12+2*5,22
12+2*6,24
12+2*7,26
12+2*8,28
12+2*9,30
12+2*0,12
12+2+1,15
12+2+2,16
12+2+3,17
12+2+4,18
12+2+5,19
12+2+6,20
12+2+7,21
12+2+8,22
12+2+9,23
12+2+0,14
12+2-1,13
12+2-2,12
12+2-3,11
12+2-4,10
12+2-5,9
12+2-6,8
12+2-7,7
12+2-8,6
12+2-9,5
12+2-0,14
12+3/1,15
12+3/3,13
12+3*1,15
12+3*2,18
12+3*3,21
12+3*4,24
12+3*5,27
12+3*6,30
12+3*7,33
12+3*8,36
12+3*9,39
12+3*0,12
12+3+1,16
12+3+2,17
12+3+3,18
12+3+4,19
12+3+5,20
12+3+6,21
12+3+7,22
12+3+8,23
12+3+9,24
12+3+0,15
12+3-1,14
12+3-2,13
12+3-3,12
12+3-4,11
12+3-5,10
12+3-6,9
12+3-7,8
12+3-8,7
12+3-9,6
12+3-0,15
12+4/1,16
12+4/2,14
12+4/4,13
12+4*1,16
12+4*2,20
12+4*3,24
12+4*4,28
12+4*5,32
12+4*6,36
12+4*7,40
12+4*8,44
12+4*9,48
12+4*0,12
12+4+1,17
12+4+2,18
12+4+3,19
12+4+4,20
12+4+5,21
12+4+6,22
12+4+7,23
12+4+8,24
12+4+9,25
12+4+0,16
12+4-1,15
12+4-2,14
12+4-3,13
12+4-4,12
12+4-5,11
12+4-6,10
12+4-7,9
12+4-8,8
12+4-9,7
12+4-0,16
12+5/1,17
12+5/5,13
12+5*1,17
12+5*2,22
12+5*3,27
12+5*4,32
12+5*5,37
12+5*6,42
12+5*7,47
12+5*8,52
12+5*9,57
12+5*0,12
12+5+1,18
12+5+2,19
12+5+3,20
12+5+4,21
12+5+5,22
12+5+6,23
12+5+7,24
12+5+8,25
12+5+9,26
12+5+0,17
12+5-1,16
12+5-2,15
12+5-3,14
12+5-4,13
12+5-5,12
12+5-6,11
12+5-7,10
12+5-8,9
12+5-9,8
12+5-0,17
12+6/1,18
12+6/2,15
12+6/3,14
12+6/6,13
12+6*1,18
12+6*2,24
12+6*3,30
12+6*4,36
12+6*5,42
12+6*6,48
12+6*7,54
12+6*8,60
12+6*9,66
12+6*0,12
12+6+1,19
12+6+2,20
12+6+3,21
12+6+4,22
12+6+5,23
12+6+6,24
12+6+7,25
12+6+8,26
12+6+9,27
12+6+0,18
12+6-1,17
12+6-2,16
12+6-3,15
12+6-4,14
12+6-5,13
12+6-6,12
12+6-7,11
12+6-8,10
12+6-9,9
12+6-0,18
12+7/1,19
12+7/7,13
12+7*1,19
12+7*2,26
12+7*3,33
12+7*4,40
12+7*5,47
12+7*6,54
12+7*7,61
12+7*8,68
12+7*9,75
12+7*0,12
12+7+1,20
12+7+2,21
12+7+3,22
12+7+4,23
12+7+5,24
12+7+6,25
12+7+7,26
12+7+8,27
12+7+9,28
12+7+0,19
12+7-1,18
12+7-2,17
12+7-3,16
12+7-4,15
12+7-5,14
12+7-6,13
12+7-7,12
12+7-8,11
12+7-9,10
12+7-0,19
12+8/1,20
12+8/2,16
12+8/4,14
12+8/8,13
12+8*1,20
12+8*2,28
12+8*3,36
12+8*4,44
12+8*5,52
12+8*6,60
12+8*7,68
12+8*8,76
12+8*9,84
12+8*0,12
12+8+1,21
12+8+2,22
12+8+3,23
12+8+4,24
12+8+5,25
12+8+6,26
12+8+7,27
12+8+8,28
12+8+9,29
12+8+0,20
12+8-1,19
12+8-2,18
12+8-3,17
12+8-4,16
12+8-5,15
12+8-6,14
